GID,tkw,testw,length,width,Hard,Prot,SDS,tkw_scale
375697,50,73.7,7.42,2.99,48,16.5,18,-1.364481442
283214,45.5,77.9,6.73,3.05,50,16.4,18,-0.318294641
336484,36.4,78.1,6.21,3.06,48,16.4,18,-0.241369141
190195,41,73.7,6.69,3.21,50,16.4,18,0.589426259
188006,39.8,74.3,7.3,2.77,57,16.3,18,-0.118288341
188543,35.4,73.8,7.02,2.68,56,16.3,18,0.697121959
189871,42.4,78,6.87,2.94,52,16.3,18,-0.287524441
374145,45,77.2,6.54,3.35,48,16.3,18,2.51256376
283229,46,73.9,7.44,3.16,48,16.3,18,1.512532259
188427,41.1,73.7,7.05,3.1,58,16.2,18,0.189413659
373655,39.4,77.5,6.45,3.04,46,16.2,18,0.097103059
374590,40.7,79.1,6.8,2.89,58,16.1,18,0.343264659
188302,35.9,71.8,6.79,2.93,55,16.1,18,1.158674959
188256,45.1,73.2,7.24,3.22,50,16.1,18,-0.472145642
283471,46.9,74.5,7.39,3.23,46,16.1,18,0.650966659
187992,36,68.5,7.06,3.02,64,16,18,1.081749459
190784,42.3,76.2,7.14,2.94,59,16,18,-0.041362841
188211,47,73.5,7.27,3.15,53,16,18,-0.533686042
187767,48.2,73.5,7.35,3.32,52,16,18,1.374066359
374630,44.5,75.2,7.32,3,52,16,18,0.343264659
283205,35.9,76.1,6.1,2.84,51,16,18,-0.149058541
375589,40.6,74.9,6.81,3.09,50,16,18,0.343264659
374451,51,73.1,7.73,3.11,49,16,18,1.204830259
284182,55.4,74.9,7.21,3.63,46,16,18,-0.056747941
187590,41.1,74.6,7.32,2.89,59,15.9,18,-0.733692342
319282,37.1,73.9,6.8,2.96,54,15.9,18,0.174028559
189099,57.1,71.8,9.24,3.08,48,15.8,18,-0.595226442
283117,44.9,77.5,7.19,3.02,58,15.8,18,0.158643459
187573,43.3,70.2,7.49,2.92,58,15.8,18,-1.333711242
187840,43.8,75.1,7.48,3.06,54,15.8,18,0.050947759
283718,44.8,77.3,7.01,3.14,47,15.8,18,0.066332859
374604,41,74,7.01,2.9,47,15.7,18,0.604811359
374956,46.5,75.3,7.34,3.07,46,15.7,18,-0.564456242
189797,49.4,78.5,7.2,3.13,57,15.6,18,0.389419959
374541,42.4,76.2,6.96,3.09,52,15.6,18,0.404805059
189168,37.3,73.7,6.62,2.98,65,15.6,18,1.127904759
283789,42.1,76.1,7.22,2.94,52,15.6,18,-0.533686042
187735,46.3,74.3,7.4,3.18,58,15.5,18,1.635613059
188170,54,75.4,7.25,3.49,57,15.5,18,-0.087518141
284241,52,76,7.59,3.23,49,15.5,18,0.143258359
188466,40.5,76.3,6.9,3.01,61,15.4,18,1.189445159
189894,36.2,78.7,6.3,3.01,43,15.4,18,0.758662359
2437340,49.2,74.2,6.83,3.48,51,15.4,18,0.543270959
374699,53.3,76.7,7.6,3.3,47,15.3,18,0.066332859
373770,34.5,74.8,6.16,2.93,53,15.3,18,0.943283559
2437280,47.5,74.3,7.71,3.09,51,15.3,18,-0.118288341
375540,44.8,77.8,6.74,2.95,49,15.3,18,-0.795232742
375453,42.1,73.3,7.37,3.05,47,15.3,18,0.604811359
188715,46.8,79.9,6.7,3.11,62,15.2,18,-1.102934742
283665,50.9,77.1,6.82,3.37,48,15.2,18,-0.010592641
374680,49.7,73.6,7.42,3.29,56,15.1,18,1.020209059
187784,43.5,74.6,7.03,3.16,55,15.1,18,0.358649759
190063,42.1,79.4,6.68,3.02,53,15.1,18,0.389419959
283252,41.8,76,7.1,3.02,42,15.1,18,-0.702922142
375020,43.5,75,7.3,3.03,47,15,18,0.481730559
283597,42.7,78.4,6.71,3.15,43,15,18,0.220183859
187812,42.3,74.4,7.05,2.99,62,14.9,18,0.220183859
187629,54.6,74.9,7.42,3.44,54,14.9,18,0.143258359
187888,43.7,76.6,7.12,3.18,52,14.9,18,-0.502915842
375691,51.7,75.3,7.36,3.15,51,14.9,18,-0.979853942
373980,42,78.3,6.89,3.07,50,14.9,18,1.035594159
376004,54,72.4,7.59,3.31,50,14.8,18,-0.195213841
375340,53,77.6,7.14,3.34,47,14.8,18,-0.272139341
3624697,45.2,74.2,7.11,3.1,58,14.7,18,0.189413659
189041,46.8,77.3,7.34,2.91,58,14.7,18,0.281724259
375548,42.7,77.9,6.58,2.91,50,14.7,18,0.235568959
283602,45.9,76.2,7.1,3.21,43,14.7,18,-0.641381742
187968,52.9,78.1,6.92,3.48,59,14.6,18,-0.087518141
375901,50.5,77.6,6.73,3.4,49,14.6,18,-0.641381742
283209,43.8,78.4,6.58,3.04,43,14.6,18,-1.056779442
188401,38.9,78.3,6.56,2.85,58,14.5,18,-0.979853942
374362,44.2,77.8,7.2,2.96,58,14.4,18,0.097103059
373773,37.4,75.9,6.6,2.83,53,14.2,18,1.450991859
187537,47.2,75.4,7.09,3.38,53,13.9,18,0.635581559
189670,41,77.1,6.94,2.84,54,17.9,18.5,-1.179860242
375494,39.7,76,6.9,2.92,56,17.8,18.5,-0.887543342
190132,31.15,66.9,7.045,2.6,58,17.7,18.5,1.281755759
375971,40.15,66.9,7.435,2.9,58,17.5,18.5,-1.133704942
374445,40.3,70.5,7.37,2.99,53,17.5,18.5,0.404805059
283735,44.2,78.6,6.75,2.99,43,17.5,18.5,1.112519659
2437245,43.2,70.4,7.46,3.19,53,17.4,18.5,0.497115659
283165,48,76,6.93,3.42,43,17.1,18.5,-0.210598941
189040,34.9,70.9,6.66,2.9,63,17.1,18.5,-0.718307242
283859,40.4,73.1,6.88,3.14,52,17,18.5,-0.549071142
375243,46.4,69.9,7.85,3.03,47,17,18.5,-0.749077442
187678,38.9,71.8,6.94,3.07,60,16.9,18.5,-1.041394342
187920,39.6,75.7,6.48,3.23,48,16.9,18.5,-1.226015542
189078,43.2,74.4,7.42,2.85,61,16.8,18.5,0.050947759
188008,41.1,77.4,6.82,2.98,59,16.8,18.5,-0.841388042
284215,40.9,71.7,6.96,3.13,56,16.8,18.5,0.112488159
188215,44.7,72.1,7.28,3.19,55,16.8,18.5,1.527917359
188475,42.9,75.5,7.11,3.13,53,16.7,18.5,1.266370659
187846,41.5,70.5,7.4,3,53,16.7,18.5,-1.502947342
284372,36.6,72.4,6.57,2.81,56,16.7,18.5,0.927898459
187718,45.6,72,7.55,3.11,51,16.7,18.5,1.004823959
283083,40.2,72,6.88,3.2,53,16.6,18.5,-1.318326142
188268,42.7,74.6,6.93,3.22,55,16.5,18.5,1.050979259
190029,44.6,76.4,7.17,2.95,52,16.5,18.5,-0.472145642
374613,43.7,72,7.04,3.18,50,16.5,18.5,-0.118288341
374603,40.1,74.7,6.98,3.08,50,16.5,18.5,-0.625996642
189294,42.6,77.6,6.87,3.07,59,16.4,18.5,-1.256785742
187867,46.4,76.6,7.31,3.13,47,16.4,18.5,-0.564456242
187731,49.3,77.7,7.14,3.29,50,16.4,18.5,-0.887543342
189085,39.9,72.8,6.81,3.03,64,16.3,18.5,0.020177559
187791,39.7,71,7.42,2.99,58,16.3,18.5,-1.041394342
375817,56,76.25,7.07,3.62,48,16.3,18.5,-0.564456242
374686,50.7,74.4,7.57,3.18,50,16.2,18.5,-0.225984041
375556,41,73.9,6.93,3.01,50,16.2,18.5,-1.041394342
374969,40.5,70.9,7.12,2.82,49,16.2,18.5,-0.687537042
375692,37.75,66.7,7.42,2.94,58,16.2,18.5,0.804817659
190733,36.9,79.3,6.4,2.85,56,16.1,18.5,-0.641381742
375846,52.5,76.5,7.35,3.13,54,16.1,18.5,1.143289859
188786,38.3,73,6.97,2.77,54,16.1,18.5,-0.487530742
308265,42.3,77.1,6.39,3.23,47,16.1,18.5,-0.702922142
283736,38.6,76.2,6.49,2.88,43,16.1,18.5,-0.902928442
2437378,44.6,70.3,7.65,3.17,56,16,18.5,0.204798759
188291,38,73.4,7.09,2.92,56,16,18.5,-2.118351342
374475,48.8,79.3,7.22,3.06,54,16,18.5,0.174028559
308008,37.8,81.9,5.7,3.08,48,16,18.5,-0.656766842
375391,46.3,78.3,6.82,3.03,47,16,18.5,-2.010655642
189081,45.6,76.8,7.07,2.95,61,15.9,18.5,-1.626028142
187769,51.1,76.4,7.29,3.4,54,15.9,18.5,0.804817659
374003,42.9,75.7,7.09,3.15,50,15.9,18.5,-1.610643042
373925,46.2,74.6,7.44,3.09,50,15.9,18.5,-0.395220141
189134,38.6,72.9,6.83,2.92,61,15.8,18.5,0.450960359
374368,51.5,76,7.62,3.22,58,15.8,18.5,-0.625996642
375663,51.3,77.6,7.12,3.39,47,15.8,18.5,-0.779847642
188452,44.5,75.7,6.77,3.21,56,15.7,18.5,-1.564487742
190709,40,78.2,6.8,2.98,53,15.7,18.5,-0.872158242
189944,52.7,74.8,7.73,3.19,47,15.7,18.5,-0.702922142
283755,44.8,74.2,7.19,3.14,47,15.6,18.5,0.066332859
188019,38.7,70.1,7.2,2.84,57,15.5,18.5,-0.364449941
374961,53.8,76.3,7.81,3.04,51,15.5,18.5,0.312494459
283221,49.3,79.3,6.94,3.21,47,15.5,18.5,0.189413659
374739,46.2,76.7,7.14,3.19,46,15.5,18.5,-0.225984041
190734,42.6,79.2,6.77,3.02,58,15.4,18.5,-0.995239042
284281,44.3,76.1,7.18,2.91,58,15.4,18.5,1.435606759
283664,50.4,76.4,6.82,3.38,49,15.4,18.5,0.450960359
374504,36.5,79.6,5.91,2.97,48,15.2,18.5,-1.010624142
188146,43.7,76.6,6.89,3.2,51,15.1,18.5,-0.672151942
187530,48.5,75.7,6.96,3.42,57,15,18.5,0.189413659
375634,53.3,71,7.43,3.33,51,14.9,18.5,-1.118319842
375620,54.3,78.7,7.065,3.41,47,14.9,18.5,-1.102934742
188369,50,76.7,7.16,3.3,55,14.8,18.5,-0.518300942
188355,49.5,80.2,6.91,3.24,55,14.8,18.5,1.127904759
375731,48,72.3,7.39,3.19,54,14.8,18.5,-0.887543342
187780,48.1,74.2,7.42,3.24,52,14.8,18.5,0.297109359
189786,38.1,74.7,7.12,2.74,54,14.7,18.5,-0.872158242
374620,48.6,76.4,7.24,3.12,52,14.5,18.5,-0.410605241
375717,46.7,74.6,7.4,3.15,54,14.1,18.5,-0.379835041
376049,39,80.5,6.09,3.12,60,14,18.5,0.081717959
187474,40.6,76.6,6.66,2.91,53,14,18.5,0.404805059
187539,51.4,74.7,7.64,3.07,50,13.8,18.5,0.897128259
187507,39.2,76.8,6.62,2.9,55,13.3,18.5,1.543302459
283719,35.1,76,6.27,2.99,50,18.6,19,1.127904759
375598,43.7,71.6,7.51,2.86,50,18.5,19,-0.118288341
283177,33.9,78.1,5.78,2.7,49,17.9,19,-0.641381742
318552,41.2,77.7,6.58,3.03,46,17.8,19,-0.195213841
187826,36.2,73.4,6.62,3.1,51,17.7,19,0.127873259
190702,39.9,74.9,7.13,2.82,52,17.6,19,0.712507059
2436958,46.2,71.8,7.57,2.98,48,17.6,19,0.835587859
373939,36,70.6,6.72,3.01,54,17.6,19,-2.010655642
187810,38.6,70.3,7.37,2.83,60,17.5,19,0.650966659
374944,38.3,75.6,7,2.78,59,17.5,19,-0.010592641
187952,47.1,71.1,7.35,3.29,54,17.5,19,-0.349064841
2437244,43.1,70,7.8,3.02,52,17.5,19,-0.379835041
187462,45.5,73.6,7.62,2.82,51,17.4,19,-0.102903241
283106,43,76.1,6.66,3.28,46,17.3,19,0.681736859
189194,34.2,69.1,6.76,2.91,64,17.2,19,0.266339159
283805,42.6,74.8,6.94,2.88,46,17.2,19,-1.564487742
375825,42.2,71.3,7.35,2.95,50,17.2,19,-0.625996642
188054,38.15,67.8,7.475,2.87,58,17.1,19,0.250954059
283779,43.9,72.3,7.21,3.23,52,17.1,19,-0.672151942
374703,30.3,70,6.6,2.85,59,16.9,19,0.697121959
188546,39.3,74,7.03,2.97,64,16.9,19,-0.610611542
375991,42,72.4,7.19,2.93,57,16.9,19,-0.272139341
374691,41.85,68.15,7.695,2.91,57,16.9,19,-1.918345042
187832,44.5,77.5,6.76,3.35,51,16.8,19,0.220183859
375062,45.4,73.4,7.28,3.24,49,16.8,19,0.281724259
190184,37.4,76.8,6.92,2.76,52,16.7,19,-1.226015542
374414,44.1,72,7.51,3.02,49,16.7,19,-0.118288341
189079,41.7,76.1,7.12,2.83,63,16.6,19,0.466345459
374367,46.2,75.6,7.49,3.09,53,16.6,19,-0.549071142
189970,38.8,71.5,7.29,2.91,56,16.5,19,-0.041362841
189857,50.2,77.8,7.27,3.11,53,16.5,19,-1.256785742
375973,42.95,69.25,7.53,2.88,52,16.5,19,-0.441375442
188876,43.5,75.4,7.3,3.07,58,16.4,19,-0.749077442
374638,44.5,73.6,7.51,3,49,16.4,19,1.697153459
374155,44.1,78,6.8,3.02,58,16.3,19,-0.179828741
187855,38.3,67.3,7.37,2.97,57,16.3,19,-0.641381742
374416,50,78.6,7.38,3.09,56,16.3,19,-0.149058541
375460,41.45,69.95,7.59,2.985,51,16.3,19,1.235600459
188386,40.9,75.8,7.24,2.96,46,16.3,19,-0.472145642
188231,52.4,75.4,7.12,3.56,52,16.2,19,-0.625996642
284219,43.1,74.4,7.3,3,53,16.2,19,0.574041159
374610,37.4,72.7,6.98,2.98,49,16.2,19,0.297109359
374894,34.1,70.5,6.98,2.86,58,16.1,19,-0.733692342
374589,38.4,67,7.28,3.04,52,16.1,19,0.497115659
283757,51.6,76.9,7.41,3.28,50,16.1,19,1.512532259
284369,43.3,74.4,6.95,3.13,58,16,19,-0.179828741
189856,45.2,78.6,6.83,3.08,58,16,19,1.650998159
283114,46.2,79.2,7.07,2.96,58,16,19,-0.687537042
190274,39.8,77.8,6.65,2.91,58,16,19,-1.395251642
190124,39.8,77.6,6.65,2.87,53,16,19,-0.826002942
283230,36.4,72.7,6.83,2.77,50,16,19,-0.841388042
188067,45.2,74.5,7.38,3.12,54,15.9,19,-0.549071142
336783,42.5,78.35,6.82,2.94,47,15.9,19,-0.287524441
283126,39.1,74.6,6.77,2.91,59,15.8,19,0.589426259
189048,38.9,75.5,7.34,2.77,62,15.8,19,-0.902928442
375355,42.3,72.6,6.83,3.23,52,15.8,19,-0.549071142
187907,44.2,77.7,7.23,2.98,59,15.7,19,-0.979853942
188981,41.8,74.5,7.35,2.84,59,15.7,19,1.743308759
2437395,46.2,77.4,6.89,3.2,51,15.7,19,0.712507059
188467,38.1,76.1,6.68,2.99,51,15.7,19,0.927898459
375254,49.4,75.5,7.15,3.05,46,15.7,19,1.020209059
283751,39.9,76.3,6.92,2.99,41,15.7,19,-0.441375442
187713,32.8,69.8,6.86,2.87,65,15.6,19,0.004792459
187918,38.9,74.5,6.88,3.09,51,15.6,19,0.497115659
187561,41.2,76.1,6.72,2.99,51,15.6,19,1.050979259
375341,52.2,77.8,7.27,3.23,47,15.6,19,0.112488159
188202,46,75.4,7.03,3.19,55,15.5,19,-0.749077442
188000,46.2,72.1,7.38,3.18,55,15.5,19,1.866389559
319783,49.8,76.4,7.41,3.21,49,15.5,19,0.004792459
188468,42.7,77.6,6.91,3.06,60,15.4,19,0.020177559
284100,51.6,75.2,7.1,3.36,43,15.4,19,-0.441375442
284279,49.3,77.3,6.84,3.17,50,15.3,19,0.604811359
189063,51.1,79.5,7.29,3.14,56,15.2,19,-0.810617842
188214,45.6,71.9,7.06,3.25,63,15.1,19,-2.087581142
187550,40.7,75.4,6.86,3.13,53,15.1,19,0.927898459
283616,51.9,77.4,6.96,3.39,41,15.1,19,1.050979259
188152,49.9,74.4,7.17,3.38,61,15,19,0.343264659
374629,41.9,71.4,6.87,3.13,59,15,19,-1.456792042
188250,44.4,71.6,7.37,3.14,53,15,19,-0.841388042
188114,42.4,76.8,7.02,2.83,52,15,19,-1.333711242
187681,44.9,71.9,7.05,3.21,51,15,19,-0.749077442
187637,41.5,75.5,6.92,3.12,51,15,19,0.712507059
283157,43.8,78.3,7.1,3,51,15,19,0.758662359
190174,39.6,78,6.98,2.97,49,15,19,-0.949083742
283220,49.5,78.8,7.24,3.07,54,14.9,19,0.527885859
375759,43.2,74.7,7.26,2.95,52,14.9,19,0.574041159
375795,34.8,70,6.98,2.78,61,14.8,19,0.989438859
188846,53,71.9,7.04,3.54,54,14.8,19,0.297109359
375640,61.75,75.5,7.695,3.465,47,14.7,19,0.235568959
374013,50.9,78.3,7.36,3.23,47,14.7,19,0.497115659
187883,51.1,73.1,7.38,3.33,60,14.5,19,0.020177559
189895,43.4,79,6.74,3.09,51,14.5,19,2.374097859
187868,52.9,73,7.75,3.24,48,14.5,19,1.174060059
188529,60.5,70.6,8.04,3.38,53,14.4,19,0.989438859
373780,35.5,75.6,6.46,2.78,54,14.3,19,0.543270959
187576,47.5,77.5,7.26,3,56,14.2,19,0.712507059
187566,53.7,74.9,7.6,3.31,51,14.2,19,-0.564456242
374740,51.5,77.9,7.28,3.45,49,14.2,19,-0.995239042
188552,45.9,76.1,7.05,3.22,63,13.9,19,-1.564487742
187594,53.4,75,7.74,3.21,51,13.8,19,0.312494459
187495,40.6,77,6.8,2.91,56,13.4,19,-0.010592641
188243,40.5,77.1,6.71,2.94,53,13.3,19,-0.195213841
2437286,38.15,65.2,7.335,3.12,56,19.7,19.5,0.420190159
336781,36.2,77.3,6.43,2.79,48,19,19.5,0.758662359
2437267,36.2,70.4,7.31,2.82,62,18.6,19.5,0.497115659
374547,40.2,75.3,6.59,3.28,49,18.5,19.5,-1.118319842
188099,39.1,69.4,7.64,2.69,63,17.9,19.5,0.281724259
190138,32.2,68.3,6.93,2.65,59,17.8,19.5,0.974053759
188328,40.4,74.7,6.46,3.29,49,17.8,19.5,0.558656059
188036,47.2,72.9,7.49,2.99,57,17.6,19.5,0.250954059
373850,43.3,75.6,6.84,3.09,51,17.5,19.5,0.220183859
283784,42.8,71.5,7.44,3.02,52,17.4,19.5,-1.918345042
188103,37.6,76.5,6.8,2.86,58,17.3,19.5,-0.749077442
187958,45,76,7.1,3.2,48,17.3,19.5,0.050947759
188095,37.4,75.3,6.4,3.05,56,17.2,19.5,1.512532259
283962,37.7,69.4,7.16,3.01,53,17.2,19.5,0.404805059
283726,46.3,73.5,7.28,3.11,52,17.2,19.5,0.266339159
190088,36.3,73.2,7.21,2.78,52,17.2,19.5,1.620227959
190807,40.3,72.4,7.45,2.84,52,17,19.5,0.081717959
189025,43.2,71.4,7.47,2.9,60,16.9,19.5,0.143258359
187869,43.3,75.7,7.18,2.96,56,16.9,19.5,-2.179891742
189138,46.9,74.7,7.71,2.97,54,16.9,19.5,-1.241400642
188142,33.6,76.6,5.84,2.9,49,16.9,19.5,0.112488159
187860,39.9,72.2,7.19,3.05,55,16.8,19.5,0.512500759
188382,47.6,78,6.92,3.14,51,16.7,19.5,0.743277259
374694,46.8,74.9,7.6,3.06,50,16.7,19.5,-0.487530742
188317,47.3,77.4,7.18,2.99,58,16.6,19.5,0.004792459
187999,39.7,69.6,7.38,3,60,16.6,19.5,0.804817659
188510,41.1,74.8,6.96,2.75,54,16.5,19.5,0.881743159
187988,45.3,74.9,7.34,3.08,53,16.5,19.5,1.112519659
190808,41.7,75.1,7.16,2.79,53,16.5,19.5,1.189445159
187736,41.1,69.7,7.67,2.9,49,16.5,19.5,-1.733723842
374183,36,72.9,6.49,2.83,51,16.4,19.5,-1.133704942
374640,50.2,75.6,7.66,3.16,49,16.4,19.5,0.435575259
187677,49.2,72,7.17,3.26,52,16.3,19.5,-1.395251642
189684,49.6,78.3,7.1,3.23,51,16.3,19.5,-1.933730142
187901,38,78.5,6.2,2.96,49,16.3,19.5,-1.687568542
189000,43.5,77.3,7.14,2.96,58,16.2,19.5,-0.287524441
188232,37.6,74.9,6.71,2.9,58,16.2,19.5,0.466345459
187995,43.6,73.7,6.81,3.28,52,16.2,19.5,-0.349064841
2437256,49.6,70.1,7.68,3.38,47,16.2,19.5,-1.395251642
188408,39.2,74.4,6.81,2.86,58,16.1,19.5,0.112488159
284168,49.1,74.9,7.05,3.29,56,16.1,19.5,0.389419959
189706,44.7,77.4,6.91,3.12,53,16.1,19.5,-0.210598941
187690,49,76.5,7.61,3.15,52,16.1,19.5,1.035594159
187461,44.8,77.4,7.35,2.85,64,16,19.5,1.004823959
188781,44.8,74.9,6.92,3.09,59,16,19.5,0.358649759
189980,45.5,78.9,6.86,3.02,54,16,19.5,0.466345459
376027,39,69.3,7.39,2.84,52,15.9,19.5,-1.302941042
375716,49.6,71.1,7.57,3.28,51,15.9,19.5,-0.749077442
189107,37.2,73,6.69,2.93,61,15.8,19.5,0.020177559
283633,34.3,70.8,6.83,2.68,46,15.8,19.5,0.143258359
188497,42.4,79.5,6.73,2.99,60,15.7,19.5,-0.272139341
2437268,39.1,72.4,7.32,2.93,54,15.7,19.5,1.004823959
187631,47.8,74.5,7.81,3.1,53,15.7,19.5,-1.287555942
374392,53.2,79,7.13,3.26,51,15.6,19.5,0.174028559
189042,39.5,75.5,6.78,2.95,54,15.5,19.5,1.543302459
187921,39,76.1,6.47,3.16,51,15.5,19.5,-0.364449941
189031,38.5,74.1,6.52,3.02,64,15.4,19.5,1.497147159
188418,35.5,74.1,6.87,2.8,53,15.4,19.5,1.220215359
374202,34.6,79.5,6.02,2.94,49,15.4,19.5,0.112488159
375935,44.8,78.2,7.22,2.97,57,15.3,19.5,-0.487530742
187971,50.8,75,7.6,3.2,54,15.3,19.5,-0.225984041
189887,44.2,78.8,6.83,3.07,53,15.2,19.5,-0.318294641
284202,47.3,78.9,7.29,2.98,53,15.1,19.5,0.527885859
187664,36.5,80.1,5.94,3.07,55,15.1,19.5,1.420221659
187904,40.1,74.9,7.11,2.93,62,15,19.5,0.866358059
283224,45.3,78.5,6.58,3,48,15,19.5,0.235568959
284304,37.2,77.4,6.64,2.9,57,14.9,19.5,-1.133704942
375752,53.5,78.8,7.03,3.4,59,14.6,19.5,0.127873259
189013,37.7,76.7,6.44,3.01,54,14.6,19.5,0.604811359
283671,33.8,74.6,6.37,2.84,53,14.6,19.5,0.204798759
375578,43.8,76.3,6.65,3.08,50,14.6,19.5,-0.349064841
283759,42.4,75.2,7.04,2.91,48,14.6,19.5,-0.056747941
283773,51.8,80.8,6.77,3.21,41,14.6,19.5,-0.087518141
190045,43.7,79.2,6.72,3.09,53,14.5,19.5,-0.179828741
188357,49.8,82.3,6.67,3.2,49,14.3,19.5,-1.472177142
187470,42.3,75.7,6.82,3.09,55,14.3,19.5,-0.779847642
375702,52.3,77.2,7.09,3.36,47,14.3,19.5,0.450960359
283162,40.7,77.6,7.07,2.83,52,14.2,19.5,1.450991859
374659,46.3,76.6,7.1,3.22,50,14.2,19.5,-0.395220141
187484,41.4,77.5,6.74,2.99,53,12.9,19.5,0.835587859
188849,32.1,67.9,7.04,2.76,65,19,20,1.481762059
188209,38.9,71.7,6.75,3.22,51,18.9,20,1.327911059
188104,41.3,76.5,7.12,2.93,56,18.5,20,0.204798759
189715,42.7,74,7.4,2.96,63,18.4,20,-1.672183442
375813,29,61.6,7.09,2.79,59,18.4,20,-0.933698642
336686,32.65,75.85,5.745,2.795,47,18.2,20,0.312494459
188554,42.3,69.3,7.23,2.98,60,18.1,20,1.712538559
187770,40.8,68.4,7.47,2.95,65,18,20,0.804817659
189292,36.4,74,7.05,2.76,65,17.9,20,1.743308759
189109,32,69.3,6.52,2.81,64,17.9,20,1.450991859
188444,35.1,72.9,6.84,2.74,60,17.9,20,1.189445159
187993,33.9,68,6.99,2.91,59,17.8,20,1.281755759
374363,41.5,72.7,7.31,3.12,58,17.8,20,1.650998159
187839,37.7,76.2,7.16,2.72,57,17.8,20,0.020177559
308010,42.4,70.6,7.77,2.88,49,17.8,20,1.374066359
375930,40.4,70.9,7.4,2.96,53,17.7,20,-1.749108942
374365,35.7,69.1,7.38,2.69,58,17.6,20,-1.195245342
283792,38.9,69.45,7.405,2.895,54,17.6,20,0.004792459
187514,41.2,70.6,7.26,2.87,61,17.5,20,0.189413659
187854,39.4,76.1,6.86,3.04,57,17.5,20,0.727892159
189686,43.2,79.5,6.88,3,51,17.5,20,-0.379835041
188476,41.5,73.7,6.9,3.06,54,17.4,20,0.266339159
187945,43.6,69.4,7.13,3.33,62,17.3,20,-1.533717542
375974,35.15,65.25,7.47,2.725,59,17.3,20,0.681736859
283132,44.8,77.6,6.92,3.05,52,17.3,20,1.420221659
190058,45.6,76.3,7.31,3,52,17.3,20,0.097103059
187881,44.2,72.1,7.53,2.88,55,17.2,20,0.512500759
187781,37.5,67.2,7.13,3.03,58,17.1,20,0.020177559
188015,36.1,77,6.62,2.92,58,17.1,20,-0.702922142
189278,39.6,77.1,7.04,2.87,53,17.1,20,0.035562659
187511,44.5,73.7,7.38,3.08,52,17.1,20,0.174028559
189757,38.6,78.4,6.72,2.95,46,17.1,20,-0.841388042
373754,44.7,71.7,7.6,3.1,53,17,20,0.589426259
188764,43.4,66.7,7.47,3.07,58,16.9,20,-0.841388042
190703,44.7,75.8,7.35,2.92,53,16.9,20,0.035562659
187982,45.7,77.6,7.18,3.19,50,16.8,20,0.574041159
188818,40.4,74.5,7.17,2.95,58,16.7,20,-0.625996642
187986,39.9,71.9,7.24,3,58,16.7,20,0.497115659
375931,39.6,72,7.33,2.95,52,16.7,20,1.358681259
187754,46.3,71.7,7.45,3.17,60,16.6,20,-1.472177142
187984,45.8,73.8,7.42,3,57,16.6,20,0.266339159
190062,46.2,76.2,6.97,3.1,52,16.6,20,0.312494459
375458,36.8,81.15,5.65,3.135,62,16.5,20,1.435606759
284324,61,76.3,7.48,3.31,58,16.5,20,-0.149058541
283176,50.4,78,7.24,3.09,58,16.5,20,1.620227959
374086,48.4,74.7,7.05,3.21,57,16.5,20,0.574041159
187582,43.4,77.3,6.93,2.99,55,16.5,20,0.358649759
375441,43.2,72.6,7.11,3.12,52,16.5,20,0.050947759
283731,39.4,75.1,6.96,2.96,51,16.5,20,1.635613059
189299,32.4,71.2,6.76,2.89,64,16.4,20,0.143258359
374419,40.7,77.4,6.83,3.01,51,16.4,20,-0.564456242
284069,44,76.5,7.03,3.09,47,16.4,20,0.466345459
283849,34.5,74.4,6.74,2.77,56,16.4,20,-0.779847642
283808,42.7,74.1,7.1,3.11,48,16.4,20,1.466376959
190130,44.4,78.3,6.95,3.13,54,16.3,20,-0.364449941
374974,40.4,68.7,7.41,3.015,54,16.3,20,0.312494459
189091,48.7,75.9,7.57,3.09,53,16.3,20,-0.195213841
190111,40.2,77.9,6.66,3.08,53,16.3,20,-0.010592641
187856,39.2,73.6,7.27,2.98,53,16.3,20,0.174028559
374148,41.3,78.3,6.74,2.95,53,16.3,20,0.127873259
187955,48.9,76.8,7.11,3.33,52,16.3,20,-0.133673441
283110,47.8,74.7,7.45,3.11,49,16.3,20,0.666351759
375024,43,75.2,7.44,2.89,46,16.2,20,-0.056747941
190160,45.1,79.9,6.8,3.08,53,16.2,20,-0.210598941
187491,44.9,76.4,7.56,2.88,61,16.1,20,-0.779847642
187493,43.6,78,6.79,3.05,55,16.1,20,-2.256817242
374386,48.5,75.6,7.63,2.96,53,16.1,20,-0.779847642
187778,48.4,78,6.61,3.31,50,16.1,20,0.189413659
188630,38.9,72.9,7.03,2.97,61,16,20,0.158643459
187751,41.5,72.7,7.21,3.15,59,16,20,-1.041394342
187820,51.6,74.5,7.11,3.55,54,16,20,-1.195245342
283600,38.9,73.3,6.91,2.87,49,16,20,-0.118288341
283634,38.2,78.1,6.32,2.95,40,16,20,-0.087518141
308009,40.9,79.1,6.17,3.23,46,15.9,20,-1.118319842
373832,46.8,75.5,7.45,3.13,48,15.9,20,-0.872158242
189230,37.4,73.2,6.72,2.95,63,15.8,20,-0.056747941
188235,44.5,70.2,7.33,3.08,57,15.8,20,0.081717959
187739,55,71.7,7.61,3.06,57,15.8,20,-1.256785742
188058,41.1,72,7.12,3.07,53,15.8,20,-0.795232742
375736,45.2,73.7,7.37,3.17,51,15.8,20,-1.333711242
